"id","product_name","description","style","brand","created_at","updated_at","url","product_type","shipping_price","note","admin_id"
4171,"Geeky chic Scarf","Geeky chic Scarf is an amazing Scarf Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Geeky chic","Zoe Karssen","2018-12-06 12:02:38","2018-12-29 15:26:21","","clothing",1446,"",23
4172,"Flapper Boots","Flapper Boots is an amazing Boots Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flapper","Ilse Jacobsen","2018-01-13 02:13:17","2018-12-27 13:32:49","","clothing",1392,"",29
4173,"Hip Hop Socks","Hip Hop Socks is an amazing Socks Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Hip Hop","Eidos","2018-06-25 01:26:46","2018-09-12 09:03:49","","clothing",990,"",68
4174,"Maternity Glasses","Maternity Glasses is an amazing Glasses Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Zigi Soho","2018-12-07 03:18:33","2018-12-13 00:50:46","","clothing",1062,"",60
4175,"Garconne look Blazer","Garconne look Blazer is an amazing Blazer Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Garconne look","Anthropologie","2018-04-07 01:04:16","2018-12-15 00:54:41","","clothing",1482,"",31
4176,"Flapper Waistcoat","Flapper Waistcoat is an amazing Waistcoat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flapper","Koi","2018-01-22 19:08:06","2018-08-05 07:19:01","","clothing",1317,"",65
4177,"Garconne look Slippers","Garconne look Slippers is an amazing Slippers Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Garconne look","Nick Graham","2018-05-12 13:55:20","2018-09-12 20:25:21","","clothing",1170,"",71
4178,"Skateboarders Earrings","Skateboarders Earrings is an amazing Earrings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Skateboarders","Jessica Simpson","2019-01-06 07:26:41","2019-01-14 15:36:46","","clothing",1220,"",30
4179,"Geeky chic Leggings","Geeky chic Leggings is an amazing Leggings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Geeky chic","Aquatalia","2018-03-03 01:08:26","2018-08-13 20:42:37","","clothing",1481,"",59
4180,"Ankara Cap","Ankara Cap is an amazing Cap Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Ankara","Qupid","2019-01-09 07:26:29","2019-02-01 22:57:38","","clothing",764,"",49
4181,"Vacation Undershirt","Vacation Undershirt is an amazing Undershirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Vacation","Stuart Weitzman","2018-12-08 04:08:31","2019-02-18 19:13:27","","clothing",756,"",25
4182,"Ankara Mittens","Ankara Mittens is an amazing Mittens Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Ankara","X by NBD","2018-12-19 04:54:48","2019-01-11 22:54:22","","clothing",1352,"",71
4183,"Girl next door Dungarees","Girl next door Dungarees is an amazing Dungarees Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","PIATTELLI","2018-04-06 10:35:32","2018-06-04 19:51:39","","clothing",1136,"",31
4184,"Psychedelic Raincoat","Psychedelic Raincoat is an amazing Raincoat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Psychedelic","Paris Sunday","2019-01-23 12:44:48","2019-02-05 13:36:02","","clothing",927,"",42
4185,"Cosplay Bra","Cosplay Bra is an amazing Bra Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cosplay","Margaritaville","2018-04-08 14:43:28","2019-02-14 22:02:04","","clothing",758,"",35
4186,"Girl next door Pyjamas","Girl next door Pyjamas is an amazing Pyjamas Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","PGA TOUR","2018-12-27 16:55:00","2019-01-08 01:20:11","","clothing",1263,"",52
4187,"Flapper Vest","Flapper Vest is an amazing Vest Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flapper","OndadeMar","2018-08-23 23:44:40","2018-11-12 09:14:35","","clothing",1114,"",50
4188,"Haute Couture Kimono","Haute Couture Kimono is an amazing Kimono Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Haute Couture","Fea","2019-01-19 18:35:52","2019-01-27 22:13:51","","clothing",750,"",33
4189,"Cowgirl Kimono","Cowgirl Kimono is an amazing Kimono Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cowgirl","Moncler","2019-01-19 09:41:04","2019-02-24 19:18:30","","clothing",928,"",47
4190,"Flamboyant Jeans","Flamboyant Jeans is an amazing Jeans Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flamboyant","Falke","2018-05-21 11:21:35","2018-06-25 21:49:18","","clothing",837,"",24
4191,"Rave Lipstick","Rave Lipstick is an amazing Lipstick Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Rave","Incotex","2018-07-25 12:23:56","2018-11-06 18:47:42","","clothing",1418,"",30
4192,"Evening Black Tie Cardigan","Evening Black Tie Cardigan is an amazing Cardigan Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Evening Black Tie","dRA","2018-10-24 16:05:45","2018-12-09 07:37:29","","clothing",712,"",57
4193,"Grunge Skirt","Grunge Skirt is an amazing Skirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Grunge","Chaps","2018-06-05 19:07:46","2018-10-11 23:47:47","","clothing",806,"",28
4194,"Maternity Gloves","Maternity Gloves is an amazing Gloves Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Life Stride","2018-02-18 15:56:59","2019-01-29 18:22:10","","clothing",1183,"",66
4195,"Ankara Lipstick","Ankara Lipstick is an amazing Lipstick Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Ankara","Jones New York","2018-07-23 02:10:17","2018-07-23 17:34:23","","clothing",1219,"",44
4196,"Flapper Poncho","Flapper Poncho is an amazing Poncho Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flapper","Lilly Pulitzer","2018-02-26 19:41:30","2018-06-24 15:20:23","","clothing",821,"",71
4197,"Preppy Headphones","Preppy Headphones is an amazing Headphones Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Preppy","Vivienne Westwood","2019-01-23 20:01:26","2019-02-18 14:56:31","","clothing",1296,"",57
4198,"Rocker Chic Glasses","Rocker Chic Glasses is an amazing Glasses Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Rocker Chic","Noak","2018-07-07 01:03:30","2019-02-23 10:51:20","","clothing",1469,"",40
4199,"Casual Chic Coat","Casual Chic Coat is an amazing Coat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Casual Chic","Zayan The Label","2018-11-24 10:52:41","2019-02-18 11:25:28","","clothing",1385,"",24
4200,"Geeky chic Ear muffs","Geeky chic Ear muffs is an amazing Ear muffs Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Geeky chic","Olivia Burton","2018-07-13 16:33:06","2018-09-20 05:16:07","","clothing",1091,"",69
4201,"Grunge Undershirt","Grunge Undershirt is an amazing Undershirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Grunge","","2018-07-15 01:13:44","2018-11-18 18:09:14","","clothing",940,"",40
4202,"Preppy Pants","Preppy Pants is an amazing Pants Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Preppy","Trina Turk","2019-02-10 19:16:22","2019-02-15 02:31:45","","clothing",1184,"",71
4203,"Scene Scarf","Scene Scarf is an amazing Scarf Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Scene","Unionbay","2018-04-10 18:29:06","2018-04-14 12:02:57","","clothing",1045,"",39
4204,"Tomboy Necklace","Tomboy Necklace is an amazing Necklace Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Tomboy","Carlos By Carlos Santana","2018-02-15 06:36:09","2019-01-03 01:29:17","","clothing",835,"",39
4205,"Girl next door Vest","Girl next door Vest is an amazing Vest Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","Loro Piana","2019-02-11 20:42:09","2019-02-19 20:55:35","","clothing",1404,"",32
4206,"Formal Office Wear Boots","Formal Office Wear Boots is an amazing Boots Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Formal Office Wear","Lafayette 148 New York","2019-01-20 17:25:57","2019-02-18 23:15:18","","clothing",1192,"",55
4207,"Psychedelic Skirt","Psychedelic Skirt is an amazing Skirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Psychedelic","Vera Bradley","2018-09-08 04:32:49","2018-12-04 19:07:41","","clothing",1380,"",61
4208,"Skateboarders Dungarees","Skateboarders Dungarees is an amazing Dungarees Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Skateboarders","Zeus Dione","2018-07-22 05:17:30","2019-01-13 16:12:52","","clothing",904,"",58
4209,"Cowgirl Hat","Cowgirl Hat is an amazing Hat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cowgirl","Eleventy","2018-04-14 06:03:47","2018-09-21 15:08:39","","clothing",1246,"",53
4210,"Sports Wear Fur coat","Sports Wear Fur coat is an amazing Fur coat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Sports Wear","Ulla Johnson","2018-03-10 19:24:38","2018-06-02 19:09:27","","clothing",1093,"",45
4211,"Military Necktie","Military Necktie is an amazing Necktie Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Military","Obey","2018-11-17 21:10:11","2018-12-13 12:17:58","","clothing",825,"",38
4212,"Punk Ear muffs","Punk Ear muffs is an amazing Ear muffs Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Punk","Lisa Perry","2018-09-30 00:20:24","2019-01-30 15:07:02","","clothing",1445,"",28
4213,"Cosplay Necklace","Cosplay Necklace is an amazing Necklace Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cosplay","Amazon Collection","2019-02-26 20:26:57","2019-02-27 08:55:24","","clothing",1109,"",46
4214,"Psychedelic Ring","Psychedelic Ring is an amazing Ring Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Psychedelic","Zanchetti","2018-05-07 00:49:53","2019-02-12 14:30:49","","clothing",1490,"",57
4215,"Scene Slippers","Scene Slippers is an amazing Slippers Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Scene","Key Apparel","2018-01-05 04:18:34","2018-04-28 14:59:58","","clothing",1073,"",41
4216,"Geeky chic Tuxedo","Geeky chic Tuxedo is an amazing Tuxedo Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Geeky chic","Dolce & Gabbana","2018-01-04 13:40:31","2018-09-18 02:17:19","","clothing",1298,"",45
4217,"Flapper Helmet","Flapper Helmet is an amazing Helmet Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flapper","Cinq à Sept","2018-06-20 09:38:12","2018-09-15 03:46:35","","clothing",1381,"",58
4218,"Scene Pants","Scene Pants is an amazing Pants Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Scene","HUF","2018-02-26 12:52:00","2018-08-13 12:31:20","","clothing",764,"",27
4219,"Ankara Boots","Ankara Boots is an amazing Boots Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Ankara","Rocawear","2018-04-03 13:59:01","2018-04-22 11:01:08","","clothing",1362,"",36
4220,"Scene Jacket","Scene Jacket is an amazing Jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Scene","Herschel","2018-11-28 11:56:44","2018-12-21 13:33:56","","clothing",850,"",56
4221,"Flapper Quilted jacket","Flapper Quilted jacket is an amazing Quilted jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flapper","Isaac Mizrahi New York","2019-01-30 06:16:19","2019-02-04 12:57:00","","clothing",1186,"",71
4222,"Flamboyant Hat","Flamboyant Hat is an amazing Hat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flamboyant","Ella Moon","2018-11-28 19:24:07","2018-12-20 21:39:10","","clothing",1294,"",64
4223,"Grunge Glasses","Grunge Glasses is an amazing Glasses Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Grunge","NSF","2018-12-14 07:00:17","2019-01-15 10:17:53","","clothing",1075,"",41
4224,"Hip Hop Leggings","Hip Hop Leggings is an amazing Leggings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Hip Hop","Taryn Rose","2018-06-16 18:43:21","2018-10-20 18:30:23","","clothing",913,"",46
4225,"Grunge Shirt","Grunge Shirt is an amazing Shirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Grunge","Oakley","2018-06-29 08:58:41","2018-07-08 19:23:56","","clothing",1150,"",36
4226,"Military Kimono","Military Kimono is an amazing Kimono Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Military","Pajar","2018-05-24 03:39:04","2018-07-03 12:54:59","","clothing",711,"",39
4227,"Skateboarders Cardigan","Skateboarders Cardigan is an amazing Cardigan Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Skateboarders","J.W.Anderson","2018-01-12 00:38:38","2018-07-06 15:33:43","","clothing",1020,"",37
4228,"Modest Cap","Modest Cap is an amazing Cap Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Modest","Vimmia","2018-06-23 12:06:16","2019-01-27 01:25:48","","clothing",1218,"",55
